row_id,character,unicode_codepoint,decimal_codepoint,scope,standard_level,standard_rank,source_level,candidate_structure_label,candidate_structure_status,candidate_decomposition,candidate_decomposition_status,direct_component_candidates,radical,radical_status,stroke_count,stroke_order,standard_evidence_status,standardizer_status,blocked_items,zdic_url,proposed_cnbe32,proposed_cnbe32_status,review_status,cnbe_write_status,database_rebuild_status,initial_fill_status,initial_fill_rule,initial_source_priority,initial_authority_boundary,initial_review_status,initial_cnbe_write_status,initial_database_rebuild_status,initial_completion_status,v03_tool_status,v03_tool_structure,v03_tool_decomposition,v03_tool_top_level_parts,v03_materialize_status,agent_struct_type,structure_code_candidate_status,cnbe32_write_status
8105_full_3506,孓,U+5B53,23379,8105_national_standard_core,,3506,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,子,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,孓,子,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,3,,REVIEW_REQUIRED,NATIONAL_STANDARD_CANDIDATE_PARTIAL_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E5%AD%93,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_GAP,,,,UNCHANGED,,STRUCTURE_CODE_FROM_EXISTING_PACKET,NO_CNBE32_WRITE
