row_id,character,unicode_codepoint,decimal_codepoint,scope,standard_level,standard_rank,source_level,candidate_structure_label,candidate_structure_status,candidate_decomposition,candidate_decomposition_status,direct_component_candidates,radical,radical_status,stroke_count,stroke_order,standard_evidence_status,standardizer_status,blocked_items,zdic_url,proposed_cnbe32,proposed_cnbe32_status,review_status,cnbe_write_status,database_rebuild_status,initial_fill_status,initial_fill_rule,initial_source_priority,initial_authority_boundary,initial_review_status,initial_cnbe_write_status,initial_database_rebuild_status,initial_completion_status
8105_full_6548,汋,U+6C4B,27723,8105_national_standard_core,,6548,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,6,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%B1%8B,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6549,䜣,U+4723,18211,8105_national_standard_core,三级,6549,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,6,4 5 3 3 1 2,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E4%9C%A3,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6550,讻,U+8BBB,35771,8105_national_standard_core,,6550,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,6,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E8%AE%BB,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6551,𬣞,U+2C8DE,182494,8105_national_standard_core,三级,6551,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,6,4 5 4 4 5 1,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%F0%AC%A3%9E,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6552,孖,U+5B56,23382,8105_national_standard_core,,6552,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,6,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E5%AD%96,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6553,𬘓,U+2C613,181779,8105_national_standard_core,三级,6553,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,6,5 5 1 3 2 2,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%F0%AC%98%93,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6555,玒,U+7392,29586,8105_national_standard_core,,6555,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E7%8E%92,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6557,玘,U+7398,29592,8105_national_standard_core,,6557,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E7%8E%98,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6558,玚,U+739A,29594,8105_national_standard_core,,6558,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E7%8E%9A,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6559,刬,U+522C,21036,8105_national_standard_core,,6559,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E5%88%AC,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6560,𫭟,U+2BB5F,179039,8105_national_standard_core,三级,6560,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,1 2 1 1 3 4 5,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%F0%AB%AD%9F,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6562,坉,U+5749,22345,8105_national_standard_core,,6562,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E5%9D%89,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6563,扽,U+627D,25213,8105_national_standard_core,,6563,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%89%BD,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6564,𫭢,U+2BB62,179042,8105_national_standard_core,三级,6564,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,1 2 1 3 4 3 5,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%F0%AB%AD%A2,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6565,坋,U+574B,22347,8105_national_standard_core,,6565,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E5%9D%8B,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6566,扺,U+627A,25210,8105_national_standard_core,,6566,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%89%BA,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6567,㧑,U+39D1,14801,8105_national_standard_core,三级,6567,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,1 2 1 4 3 5 4,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E3%A7%91,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6568,毐,U+6BD0,27600,8105_national_standard_core,,6568,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%AF%90,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6570,芣,U+82A3,33443,8105_national_standard_core,,6570,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E8%8A%A3,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6572,苉,U+82C9,33481,8105_national_standard_core,,6572,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E8%8B%89,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6575,芠,U+82A0,33440,8105_national_standard_core,,6575,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E8%8A%A0,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6576,𫇭,U+2B1ED,176621,8105_national_standard_core,三级,6576,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,1 2 2 4 3 5 4,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%F0%AB%87%AD,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6578,杕,U+6755,26453,8105_national_standard_core,,6578,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%9D%95,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6579,杙,U+6759,26457,8105_national_standard_core,,6579,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%9D%99,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6580,杄,U+6744,26436,8105_national_standard_core,,6580,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%9D%84,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
8105_full_6581,杧,U+6767,26471,8105_national_standard_core,,6581,national_standard_then_core_reference_then_network_cross_reference,,STRUCTURE_STANDARD_SOURCE_EXTRACTION_REQUIRED,,DECOMPOSITION_STANDARD_SOURCE_EXTRACTION_REQUIRED,,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,7,,REVIEW_REQUIRED,STANDARDIZER_EVIDENCE_GAP_ZDIC_OR_SOURCE_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%9D%A7,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED
