char,unicode,standard_rank,status,current_cnbe,current_cnbe_hex,proposed_cnbe,proposed_cnbe_hex,current_radix,proposed_radix,current_radix_name,proposed_radix_name,current_strokes,proposed_strokes,current_struct_type,proposed_struct_type,current_struct_name,proposed_struct_name,index_preserved,human_decision_id,target_dataset,source_table_write_status,database_rebuild_status
蔟,U+851F,5651,COPIED_DATASET_PATCH_APPLIED,3392893424,0xCA3B71F0,2356212208,0x8C70F1F0,202,140,黍,艹,7,14,6,1,top-right-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蔺,U+853A,5652,COPIED_DATASET_PATCH_APPLIED,253490080,0x0F1BF3A0,2356212640,0x8C70F3A0,15,140,冫,艹,3,14,7,1,bottom-left-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
戬,U+622C,5653,COPIED_DATASET_PATCH_APPLIED,496616128,0x1D99C2C0,1047642816,0x3E71C2C0,29,62,又,戈,19,14,3,3,up-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蕖,U+8556,5654,COPIED_DATASET_PATCH_APPLIED,737998176,0x2BFCF560,2356213088,0x8C70F560,43,140,尢,艹,31,14,9,1,bottom-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蔻,U+853B,5655,COPIED_DATASET_PATCH_APPLIED,270824368,0x102473B0,2356212656,0x8C70F3B0,16,140,几,艹,4,14,8,1,top-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蓿,U+84FF,5656,COPIED_DATASET_PATCH_APPLIED,2855301104,0xAA306FF0,2356211696,0x8C70EFF0,170,140,阜,艹,6,14,0,1,single,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
斡,U+65A1,5657,COPIED_DATASET_PATCH_APPLIED,975862288,0x3A2A7A10,1148320272,0x4471FA10,58,68,彐,斗,5,14,4,3,up-mid-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鹕,U+9E55,5658,COPIED_DATASET_PATCH_APPLIED,376309072,0x166E0550,3295774032,0xC4718550,22,196,匚,鸟,13,14,12,3,triangle,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蓼,U+84FC,5659,COPIED_DATASET_PATCH_APPLIED,2803724224,0xA71D6FC0,2356211648,0x8C70EFC0,167,140,金,艹,3,14,10,1,left-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
榛,U+699B,5660,COPIED_DATASET_PATCH_APPLIED,117193136,0x06FC39B0,1265744304,0x4B71B9B0,6,75,亅,木,31,14,8,3,top-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
榧,U+69A7,5661,COPIED_DATASET_PATCH_APPLIED,308525680,0x1263BA70,1265744496,0x4B71BA70,18,75,刀,木,12,14,7,3,bottom-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
榻,U+69BB,5662,COPIED_DATASET_PATCH_APPLIED,638106544,0x2608BBB0,1265744816,0x4B71BBB0,38,75,女,木,1,14,1,3,left-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
榫,U+69AB,5663,COPIED_DATASET_PATCH_APPLIED,377862832,0x1685BAB0,1265744560,0x4B71BAB0,22,75,匚,木,16,14,11,3,full-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
榭,U+69AD,5664,COPIED_DATASET_PATCH_APPLIED,412105424,0x18903AD0,1265744592,0x4B71BAD0,24,75,十,木,18,14,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
槔,U+69D4,5665,COPIED_DATASET_PATCH_APPLIED,1070611776,0x3FD03D40,1265745216,0x4B71BD40,63,75,戶,木,26,14,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
榱,U+69B1,5666,COPIED_DATASET_PATCH_APPLIED,481442576,0x1CB23B10,1265744656,0x4B71BB10,28,75,厶,木,22,14,4,3,up-mid-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
槁,U+69C1,5667,COPIED_DATASET_PATCH_APPLIED,742112272,0x2C3BBC10,1265744912,0x4B71BC10,44,75,尸,木,7,14,7,3,bottom-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
槟,U+69DF,5668,COPIED_DATASET_PATCH_APPLIED,1245036016,0x4A35BDF0,1265745392,0x4B71BDF0,74,75,月,木,6,14,11,3,full-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
槠,U+69E0,5669,COPIED_DATASET_PATCH_APPLIED,1262370304,0x4B3E3E00,1265745408,0x4B71BE00,75,75,木,木,7,14,12,3,triangle,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
榷,U+69B7,5670,COPIED_DATASET_PATCH_APPLIED,585448304,0x22E53B70,1265744752,0x4B71BB70,34,75,夂,木,28,14,10,3,left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
酽,U+917D,5672,COPIED_DATASET_PATCH_APPLIED,2656581584,0x9E5837D0,2758916048,0xA471B7D0,158,164,身,酉,11,14,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
酶,U+9176,5673,COPIED_DATASET_PATCH_APPLIED,2535667552,0x97233760,2758915936,0xA471B760,151,164,豆,酉,4,14,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
酹,U+9179,5674,COPIED_DATASET_PATCH_APPLIED,2587670416,0x9A3CB790,2758915984,0xA471B790,154,164,貝,酉,7,14,9,3,bottom-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
厮,U+53AE,5675,COPIED_DATASET_PATCH_APPLIED,2884492000,0xABEDDAE0,460511968,0x1B72DAE0,171,27,隶,厂,29,14,11,5,full-wrap,左上包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
碡,U+78A1,5676,COPIED_DATASET_PATCH_APPLIED,3591580176,0xD6132A10,1886497296,0x7071AA10,214,112,龠,石,2,14,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
碴,U+78B4,5677,COPIED_DATASET_PATCH_APPLIED,330181440,0x13AE2B40,1886497600,0x7071AB40,19,112,力,石,21,14,12,3,triangle,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
碣,U+78A3,5678,COPIED_DATASET_PATCH_APPLIED,35924528,0x02242A30,1886497328,0x7071AA30,2,112,丨,石,4,14,8,3,top-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
碲,U+78B2,5679,COPIED_DATASET_PATCH_APPLIED,295512864,0x119D2B20,1886497568,0x7071AB20,17,112,凵,石,19,14,10,3,left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
磋,U+78CB,5680,COPIED_DATASET_PATCH_APPLIED,711765168,0x2A6CACB0,1886497968,0x7071ACB0,42,112,小,石,13,14,9,3,bottom-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
臧,U+81E7,5681,COPIED_DATASET_PATCH_APPLIED,346078832,0x14A0BE70,2205466224,0x8374BE70,20,131,勹,臣,20,14,1,9,left-right,上三包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
殡,U+6BA1,5683,COPIED_DATASET_PATCH_APPLIED,1622366736,0x60B35A10,1316084240,0x4E71DA10,96,78,玄,歹,22,14,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
霆,U+9706,5684,COPIED_DATASET_PATCH_APPLIED,1292898400,0x4D101060,2909835360,0xAD709060,77,173,止,雨,2,14,0,1,single,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
霁,U+9701,5685,COPIED_DATASET_PATCH_APPLIED,1222905872,0x48E41010,2909835280,0xAD709010,72,173,日,雨,28,14,8,1,top-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
辕,U+8F95,5686,COPIED_DATASET_PATCH_APPLIED,1654331728,0x629B1950,2675022160,0x9F719950,98,159,瓦,车,19,14,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蜚,U+871A,5687,COPIED_DATASET_PATCH_APPLIED,1133711776,0x439311A0,2389741984,0x8E7091A0,67,142,文,虫,18,14,6,1,top-right-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
裴,U+88F4,5688,COPIED_DATASET_PATCH_APPLIED,1910386496,0x71DE2F40,2440081216,0x9170AF40,113,145,示,衣,27,14,12,1,triangle,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
翡,U+7FE1,5689,COPIED_DATASET_PATCH_APPLIED,2431229456,0x90E99E10,2087755280,0x7C709E10,144,124,行,羽,29,14,3,1,up-down,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
龇,U+9F87,5690,COPIED_DATASET_PATCH_APPLIED,1917524080,0x724B1870,3547437168,0xD3719870,114,211,禸,齿,9,14,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
龈,U+9F88,5691,COPIED_DATASET_PATCH_APPLIED,1934858368,0x73539880,3547437184,0xD3719880,115,211,禾,齿,10,14,7,3,bottom-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
睿,U+777F,5692,COPIED_DATASET_PATCH_APPLIED,2326861808,0x8AB117F0,1836128240,0x6D7117F0,138,109,艮,目,22,14,2,2,left-mid-right,上中下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
睽,U+777D,5694,COPIED_DATASET_PATCH_APPLIED,2292193232,0x88A017D0,1836160976,0x6D7197D0,136,109,舛,目,20,14,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嘞,U+561E,5695,COPIED_DATASET_PATCH_APPLIED,2568323552,0x991581E0,510755296,0x1E7181E0,153,30,豸,口,2,14,11,3,full-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嘈,U+5608,5696,COPIED_DATASET_PATCH_APPLIED,2203648128,0x83590080,510754944,0x1E718080,131,30,臣,口,11,14,2,3,left-mid-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嘌,U+560C,5697,COPIED_DATASET_PATCH_APPLIED,2272985280,0x877B00C0,510755008,0x1E7180C0,135,30,舌,口,15,14,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嘁,U+5601,5698,COPIED_DATASET_PATCH_APPLIED,2082734096,0x7C240010,510754832,0x1E718010,124,30,羽,口,4,14,8,3,top-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嘎,U+560E,5699,COPIED_DATASET_PATCH_APPLIED,2307653856,0x898C00E0,510755040,0x1E7180E0,137,30,舟,口,17,14,8,3,top-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
暧,U+66A7,5700,COPIED_DATASET_PATCH_APPLIED,1788545648,0x6A9B0A70,1215400560,0x48718A70,106,72,白,日,19,14,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
暝,U+669D,5701,COPIED_DATASET_PATCH_APPLIED,1615628752,0x604C89D0,1215400400,0x487189D0,96,72,玄,日,9,14,9,3,bottom-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
踌,U+8E0C,5702,COPIED_DATASET_PATCH_APPLIED,2246672576,0x85E980C0,2641461440,0x9D7180C0,133,157,至,足,29,14,3,3,up-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
踉,U+8E09,5703,COPIED_DATASET_PATCH_APPLIED,2194669712,0x82D00090,2641461392,0x9D718090,130,157,肉,足,26,14,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蜞,U+871E,5704,COPIED_DATASET_PATCH_APPLIED,1203048928,0x47B511E0,2389807584,0x8E7191E0,71,142,无,虫,22,14,10,3,left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蜥,U+8725,5705,COPIED_DATASET_PATCH_APPLIED,1323962960,0x4EEA1250,2389807696,0x8E719250,78,142,歹,虫,29,14,4,3,up-mid-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蜮,U+872E,5706,COPIED_DATASET_PATCH_APPLIED,1463292640,0x573812E0,2389807840,0x8E7192E0,87,142,爪,虫,7,14,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蝈,U+8748,5707,COPIED_DATASET_PATCH_APPLIED,1896879232,0x71101480,2389808256,0x8E719480,113,142,示,虫,2,14,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蜴,U+8734,5708,COPIED_DATASET_PATCH_APPLIED,1567298368,0x5D6B1340,2389807936,0x8E719340,93,142,牛,虫,13,14,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蜱,U+8731,5709,COPIED_DATASET_PATCH_APPLIED,1515295504,0x5A519310,2389807888,0x8E719310,90,142,爿,虫,10,14,3,3,up-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蜩,U+8729,5710,COPIED_DATASET_PATCH_APPLIED,1377047184,0x52141290,2389807760,0x8E719290,82,142,毛,虫,2,14,8,3,top-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蜷,U+8737,5711,COPIED_DATASET_PATCH_APPLIED,1619301232,0x60849370,2389807984,0x8E719370,96,142,玄,虫,16,14,9,3,bottom-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蜿,U+873F,5712,COPIED_DATASET_PATCH_APPLIED,1757549552,0x68C213F0,2389808112,0x8E7193F0,104,142,疒,虫,24,14,4,3,up-mid-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
螂,U+8782,5713,COPIED_DATASET_PATCH_APPLIED,2884311072,0xABEB1820,2389809184,0x8E719820,171,142,隶,虫,29,14,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蜢,U+8722,5714,COPIED_DATASET_PATCH_APPLIED,1271960096,0x4BD09220,2389807648,0x8E719220,75,142,木,虫,26,14,1,3,left-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嘘,U+5618,5715,COPIED_DATASET_PATCH_APPLIED,2480570752,0x93DA8180,510755200,0x1E718180,147,30,見,口,27,14,5,3,top-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鹗,U+9E57,5717,COPIED_DATASET_PATCH_APPLIED,410551664,0x18788570,3295774064,0xC4718570,24,196,十,鸟,15,14,1,3,left-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嘣,U+5623,5718,COPIED_DATASET_PATCH_APPLIED,2654569008,0x9E398230,510755376,0x1E718230,158,30,身,口,7,14,3,3,up-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嘤,U+5624,5719,COPIED_DATASET_PATCH_APPLIED,2671903296,0x9F420240,510755392,0x1E718240,159,30,車,口,8,14,4,3,up-mid-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嘚,U+561A,5720,COPIED_DATASET_PATCH_APPLIED,2515239328,0x95EB81A0,510755232,0x1E7181A0,149,30,言,口,29,14,7,3,bottom-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嗾,U+55FE,5721,COPIED_DATASET_PATCH_APPLIED,2030764000,0x790AFFE0,510787552,0x1E71FFE0,121,30,缶,口,1,14,5,3,top-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嘧,U+5627,5722,COPIED_DATASET_PATCH_APPLIED,2723906160,0xA25B8270,510755440,0x1E718270,162,30,辵,口,11,14,7,3,bottom-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
